country,region,theme,improvement,foa,int_outcome,foa_nlo1_effectiveness,when_int_outcome,achieved_int_outcome
Albania,Europe,Industrial Applications/Radiation technology,"Efficiency, productivity, quality, and safety across industries, using nuclear technologies",Accelerator technology,Curricula in new professions,Efficiency productivity quality and safety across industries using nuclear technologies,N/A,0
Albania,Europe,Industrial Applications/Radiation technology,"Efficiency, productivity, quality, and safety across industries, using nuclear technologies",Accelerator technology,Develop regulatory frameworks,Efficiency productivity quality and safety across industries using nuclear technologies,2010-2014,1
Albania,Europe,Industrial Applications/Radiation technology,"Efficiency, productivity, quality, and safety across industries, using nuclear technologies",Accelerator technology,Introduce new technologies,Efficiency productivity quality and safety across industries using nuclear technologies,2005-2009,1
Albania,Europe,Industrial Applications/Radiation technology,"Efficiency, productivity, quality, and safety across industries, using nuclear technologies",Accelerator technology,Produce data to inform policies,Efficiency productivity quality and safety across industries using nuclear technologies,2015-2019,1
Albania,Europe,Industrial Applications/Radiation technology,"Efficiency, productivity, quality, and safety across industries, using nuclear technologies",Accelerator technology,Upgraded institutions,Efficiency productivity quality and safety across industries using nuclear technologies,2015-2019,1
Albania,Europe,Industrial Applications/Radiation technology,Reliable and comparable measurement of results obtained by radioisotopes techniques and safe use of nuclear instrumentation,Reference products for science and trade,Curricula in new professions,Reliabile and comparable measurement of results obtained by radioisotopes techniques and safe use of nuclear instrumentation,N/A,0
Albania,Europe,Industrial Applications/Radiation technology,Reliable and comparable measurement of results obtained by radioisotopes techniques and safe use of nuclear instrumentation,Reference products for science and trade,Develop regulatory frameworks,Reliabile and comparable measurement of results obtained by radioisotopes techniques and safe use of nuclear instrumentation,2010-2014,1
Albania,Europe,Industrial Applications/Radiation technology,Reliable and comparable measurement of results obtained by radioisotopes techniques and safe use of nuclear instrumentation,Reference products for science and trade,Introduce new technologies,Reliabile and comparable measurement of results obtained by radioisotopes techniques and safe use of nuclear instrumentation,2010-2014,1
Albania,Europe,Industrial Applications/Radiation technology,Reliable and comparable measurement of results obtained by radioisotopes techniques and safe use of nuclear instrumentation,Reference products for science and trade,Produce data to inform policies,Reliabile and comparable measurement of results obtained by radioisotopes techniques and safe use of nuclear instrumentation,2015-2019,1
Albania,Europe,Industrial Applications/Radiation technology,Reliable and comparable measurement of results obtained by radioisotopes techniques and safe use of nuclear instrumentation,Reference products for science and trade,Upgraded institutions,Reliabile and comparable measurement of results obtained by radioisotopes techniques and safe use of nuclear instrumentation,2015-2019,1
Albania,Europe,Industrial Applications/Radiation technology,"Safe and effective utilization, operation, and maintenance of research reactors",Research reactors,Curricula in new professions,Safe and effective utilization operation and maintenance of research reactors,N/A,0
Albania,Europe,Industrial Applications/Radiation technology,"Safe and effective utilization, operation, and maintenance of research reactors",Research reactors,Develop regulatory frameworks,Safe and effective utilization operation and maintenance of research reactors,N/A,0
Albania,Europe,Industrial Applications/Radiation technology,"Safe and effective utilization, operation, and maintenance of research reactors",Research reactors,Introduce new technologies,Safe and effective utilization operation and maintenance of research reactors,N/A,0
Albania,Europe,Industrial Applications/Radiation technology,"Safe and effective utilization, operation, and maintenance of research reactors",Research reactors,Produce data to inform policies,Safe and effective utilization operation and maintenance of research reactors,2024 <,1
Albania,Europe,Industrial Applications/Radiation technology,"Safe and effective utilization, operation, and maintenance of research reactors",Research reactors,Upgraded institutions,Safe and effective utilization operation and maintenance of research reactors,2024 <,1
Albania,Europe,Safety and Security,Effective emergency preparedness & response,Emergency preparednes and response,Curricula in new professions,Establish emergency preparedness & response,N/A,0
Albania,Europe,Safety and Security,Effective emergency preparedness & response,Emergency preparednes and response,Develop regulatory frameworks,Establish emergency preparedness & response,2010-2014,1
Albania,Europe,Safety and Security,Effective emergency preparedness & response,Emergency preparednes and response,Introduce new technologies,Establish emergency preparedness & response,2000-2004,1
Albania,Europe,Safety and Security,Effective emergency preparedness & response,Emergency preparednes and response,Produce data to inform policies,Establish emergency preparedness & response,2020-2023,1
Albania,Europe,Safety and Security,Effective emergency preparedness & response,Emergency preparednes and response,Upgraded institutions,Establish emergency preparedness & response,2015-2019,1
Albania,Europe,Safety and Security,"Effective radioactive waste management, decommissioning and remediation of contaminated sites.","Radioactive waste management, decommissioning and environmental remediation",Curricula in new professions,Radioactive waste management,N/A,0
Albania,Europe,Safety and Security,"Effective radioactive waste management, decommissioning and remediation of contaminated sites.","Radioactive waste management, decommissioning and environmental remediation",Develop regulatory frameworks,Radioactive waste management,2005-2009,1
Albania,Europe,Safety and Security,"Effective radioactive waste management, decommissioning and remediation of contaminated sites.","Radioactive waste management, decommissioning and environmental remediation",Introduce new technologies,Radioactive waste management,2000-2004,1
