interview__id,theme,dev_reason,region,foa,improvement,tcp_contribution,period,value,status,shrinked
b7a55a3b409741c38ba7b696fcad0185,Food and Agriculture,,Africa,Insect pest control,Detection and control of major insect pests of Agricultural and Veterinary importance,2.Contributed substantially,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
b7a55a3b409741c38ba7b696fcad0185,Food and Agriculture,,Africa,Insect pest control,Detection and control of major insect pests of Agricultural and Veterinary importance,2.Contributed substantially,2023,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
ca07671c7406443cbee4e0f8d3231f82,Health and Nutrition,,Europe,Radiation oncology in cancer management,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,2.Contributed substantially,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
ca07671c7406443cbee4e0f8d3231f82,Health and Nutrition,,Europe,Radiation oncology in cancer management,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,2.Contributed substantially,2023,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
cc9f7bb6ab62408cbf9571e07e0f3cc6,Safety and Security,,Asia and the Pacific,Governtmental and regulatry infrastructure for radiation safety,Governmental and regulatory infrastructure to ensure nuclear and radiation safety,1.To some extent,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
cc9f7bb6ab62408cbf9571e07e0f3cc6,Safety and Security,,Asia and the Pacific,Governtmental and regulatry infrastructure for radiation safety,Governmental and regulatory infrastructure to ensure nuclear and radiation safety,1.To some extent,2023,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
cc9f7bb6ab62408cbf9571e07e0f3cc6,Safety and Security,,Asia and the Pacific,Radiation protection in medical uses of ionizing radiation,"Radiation protection of workers, patients, public and environment.",2.Contributed substantially,Before TCP,No capacity,0.No Capacity,Improved
cc9f7bb6ab62408cbf9571e07e0f3cc6,Safety and Security,,Asia and the Pacific,Radiation protection in medical uses of ionizing radiation,"Radiation protection of workers, patients, public and environment.",2.Contributed substantially,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
d1272a26bec942ab9e26c70c4c14758c,Health and Nutrition,,Latin America and the Caribbean,Radiation oncology in cancer management,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,1.To some extent,Before TCP,No capacity,0.No Capacity,Improved
d1272a26bec942ab9e26c70c4c14758c,Health and Nutrition,,Latin America and the Caribbean,Radiation oncology in cancer management,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,1.To some extent,2023,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
d2474cf7bbac43d68a6160a551a04c35,Health and Nutrition,,Latin America and the Caribbean,Radiation oncology in cancer management,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
d2474cf7bbac43d68a6160a551a04c35,Health and Nutrition,,Latin America and the Caribbean,Radiation oncology in cancer management,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,,2023,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
d8d380cb1b58430c99429611da1fa36e,Water and the Environment,,Latin America and the Caribbean,Water resources management,Sustainable water resources management,,Before TCP,Services/procedure/programme OPERATIONAL,2.Operational,Improved
d8d380cb1b58430c99429611da1fa36e,Water and the Environment,,Latin America and the Caribbean,Water resources management,Sustainable water resources management,,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
d8d380cb1b58430c99429611da1fa36e,Water and the Environment,,Latin America and the Caribbean,"Marine, terrestrial and coastal environments","Effective assessment of pollution in land, air, coastal ecosystems, and the oceans, including from plastics",,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
d8d380cb1b58430c99429611da1fa36e,Water and the Environment,,Latin America and the Caribbean,"Marine, terrestrial and coastal environments","Effective assessment of pollution in land, air, coastal ecosystems, and the oceans, including from plastics",,2023,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
dbb3147d2e324e5f8f61371e81b94feb,Health and Nutrition,,Africa,Nutrition for improved health,Effective evidenced-based nutrition programming,2.Contributed substantially,Before TCP,No capacity,0.No Capacity,Improved
dbb3147d2e324e5f8f61371e81b94feb,Health and Nutrition,,Africa,Nutrition for improved health,Effective evidenced-based nutrition programming,2.Contributed substantially,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
e28390eb2e9442cc80db43d31a6af1ff,Water and the Environment,,Europe,Water resources management,Sustainable water resources management,3.Impossible without TCP,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
e28390eb2e9442cc80db43d31a6af1ff,Water and the Environment,,Europe,Water resources management,Sustainable water resources management,3.Impossible without TCP,2023,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
ea4acdd137f043cb882b57b9e73b878b,Health and Nutrition,Other,Asia and the Pacific,Radiation oncology in cancer management,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Shrinked
ea4acdd137f043cb882b57b9e73b878b,Health and Nutrition,Other,Asia and the Pacific,Radiation oncology in cancer management,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,,2023,No capacity,0.No Capacity,Shrinked
f82a78a86b664993bfcf1b0e856adea0,Water and the Environment,,Africa,Water resources management,Sustainable water resources management,,Before TCP,Services/procedure/programme OPERATIONAL,2.Operational,Improved
f82a78a86b664993bfcf1b0e856adea0,Water and the Environment,,Africa,Water resources management,Sustainable water resources management,,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
f82a78a86b664993bfcf1b0e856adea0,Water and the Environment,Lack of TCP support,Africa,"Marine, terrestrial and coastal environments","Effective assessment of pollution in land, air, coastal ecosystems, and the oceans, including from plastics",,Before TCP,Services/procedure/programme OPERATIONAL,2.Operational,Shrinked
f82a78a86b664993bfcf1b0e856adea0,Water and the Environment,Lack of TCP support,Africa,"Marine, terrestrial and coastal environments","Effective assessment of pollution in land, air, coastal ecosystems, and the oceans, including from plastics",,2023,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Shrinked
f99e51b75cce40978c6eff6c2ca762a7,Safety and Security,,Latin America and the Caribbean,Governtmental and regulatry infrastructure for radiation safety,Governmental and regulatory infrastructure to ensure nuclear and radiation safety,2.Contributed substantially,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
f99e51b75cce40978c6eff6c2ca762a7,Safety and Security,,Latin America and the Caribbean,Governtmental and regulatry infrastructure for radiation safety,Governmental and regulatory infrastructure to ensure nuclear and radiation safety,2.Contributed substantially,2023,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
f99e51b75cce40978c6eff6c2ca762a7,Safety and Security,,Latin America and the Caribbean,Radiation protection in medical uses of ionizing radiation,"Radiation protection of workers, patients, public and environment.",2.Contributed substantially,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
f99e51b75cce40978c6eff6c2ca762a7,Safety and Security,,Latin America and the Caribbean,Radiation protection in medical uses of ionizing radiation,"Radiation protection of workers, patients, public and environment.",2.Contributed substantially,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
ae1c50a186c7411dbc298c29581e46ae,Food and Agriculture,,Africa,Insect pest control,Detection and control of major insect pests of Agricultural and Veterinary importance,2.Contributed substantially,Before TCP,Services/procedure/programme OPERATIONAL,2.Operational,Improved
ae1c50a186c7411dbc298c29581e46ae,Food and Agriculture,,Africa,Insect pest control,Detection and control of major insect pests of Agricultural and Veterinary importance,2.Contributed substantially,2023,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
b74b7b30bf094a8e91097cc4bc82eef8,Health and Nutrition,,Africa,Radiation oncology in cancer management,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,2.Contributed substantially,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
b74b7b30bf094a8e91097cc4bc82eef8,Health and Nutrition,,Africa,Radiation oncology in cancer management,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,2.Contributed substantially,2023,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
b74b7b30bf094a8e91097cc4bc82eef8,Health and Nutrition,,Africa,Radioisotope and radiopharmaceuticals production for medical applications,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,,Before TCP,Services/procedure/programme OPERATIONAL,2.Operational,Improved
b74b7b30bf094a8e91097cc4bc82eef8,Health and Nutrition,,Africa,Radioisotope and radiopharmaceuticals production for medical applications,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
f4f9881c8f2b46b28bbcc2be65baa2d7,Safety and Security,,Africa,Transport safety,"Safe use, storage and transport, of nuclear and radioactive materials.",1.To some extent,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
f4f9881c8f2b46b28bbcc2be65baa2d7,Safety and Security,,Africa,Transport safety,"Safe use, storage and transport, of nuclear and radioactive materials.",1.To some extent,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
1fd20a964bfb4452af7f380615ab00d3,Food and Agriculture,,Asia and the Pacific,Food safety,Food safety and quality control,,Before TCP,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
1fd20a964bfb4452af7f380615ab00d3,Food and Agriculture,,Asia and the Pacific,Food safety,Food safety and quality control,,2023,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
4347401dc8de4c03bdaf1d9c5a6e3495,Water and the Environment,,Asia and the Pacific,Water resources management,Sustainable water resources management,3.Impossible without TCP,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
4347401dc8de4c03bdaf1d9c5a6e3495,Water and the Environment,,Asia and the Pacific,Water resources management,Sustainable water resources management,3.Impossible without TCP,2023,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
4347401dc8de4c03bdaf1d9c5a6e3495,Water and the Environment,,Asia and the Pacific,"Marine, terrestrial and coastal environments","Effective assessment of pollution in land, air, coastal ecosystems, and the oceans, including from plastics",,Before TCP,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
4347401dc8de4c03bdaf1d9c5a6e3495,Water and the Environment,,Asia and the Pacific,"Marine, terrestrial and coastal environments","Effective assessment of pollution in land, air, coastal ecosystems, and the oceans, including from plastics",,2023,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
