country,theme,foa,outcome,int_outcome,when_outcome,when_int_outcome,achieved_outcome,region,improvement,foa_nlo1_effectiveness,achieved_int_outcome
Albania,Food and Agriculture,Agricultural water and soil management,New profession recognized,Curricula in new professions,N/A,N/A,0,Europe,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,0
Albania,Food and Agriculture,Agricultural water and soil management,Use of data to inform policies,Produce data to inform policies,2020-2023,2024 <,1,Europe,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,1
Albania,Health and Nutrition,Insect pest control,Adoption of regulatory frameworks,Develop regulatory frameworks,2015-2019,2005-2009,1,Europe,Detection and control of major insect pests including zoonotic diseases affecting Human health,Detection and control of major insect pests including zoonotic diseases affecting human health,1
Albania,Health and Nutrition,Insect pest control,Creation of new Institution,Upgraded institutions,2015-2019,2010-2014,1,Europe,Detection and control of major insect pests including zoonotic diseases affecting Human health,Detection and control of major insect pests including zoonotic diseases affecting human health,1
Albania,Health and Nutrition,Insect pest control,Increased used of new technologies,Introduce new technologies,2015-2019,N/A,1,Europe,Detection and control of major insect pests including zoonotic diseases affecting Human health,Detection and control of major insect pests including zoonotic diseases affecting human health,0
Albania,Health and Nutrition,Insect pest control,New profession recognized,Curricula in new professions,2015-2019,2020-2023,1,Europe,Detection and control of major insect pests including zoonotic diseases affecting Human health,Detection and control of major insect pests including zoonotic diseases affecting human health,1
Albania,Health and Nutrition,Insect pest control,Use of data to inform policies,Produce data to inform policies,2015-2019,2015-2019,1,Europe,Detection and control of major insect pests including zoonotic diseases affecting Human health,Detection and control of major insect pests including zoonotic diseases affecting human health,1
Albania,Health and Nutrition,Nutrition for improved health,Adoption of regulatory frameworks,Develop regulatory frameworks,N/A,N/A,0,Europe,Effective evidenced-based nutrition programming,Effectiveness of nutrition programmes interventions,0
Albania,Health and Nutrition,Nutrition for improved health,Creation of new Institution,Upgraded institutions,2024 <,N/A,1,Europe,Effective evidenced-based nutrition programming,Effectiveness of nutrition programmes interventions,0
Albania,Health and Nutrition,Nutrition for improved health,Increased used of new technologies,Introduce new technologies,N/A,N/A,0,Europe,Effective evidenced-based nutrition programming,Effectiveness of nutrition programmes interventions,0
Albania,Health and Nutrition,Nutrition for improved health,New profession recognized,Curricula in new professions,N/A,N/A,0,Europe,Effective evidenced-based nutrition programming,Effectiveness of nutrition programmes interventions,0
Albania,Health and Nutrition,Nutrition for improved health,Use of data to inform policies,Produce data to inform policies,N/A,N/A,0,Europe,Effective evidenced-based nutrition programming,Effectiveness of nutrition programmes interventions,0
Albania,Health and Nutrition,Radioisotope and radiopharmaceuticals production for medical applications,Adoption of regulatory frameworks,Develop regulatory frameworks,2015-2019,2010-2014,1,Europe,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,1
Albania,Health and Nutrition,Radioisotope and radiopharmaceuticals production for medical applications,Creation of new Institution,Upgraded institutions,2015-2019,2010-2014,1,Europe,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,1
Albania,Health and Nutrition,Radioisotope and radiopharmaceuticals production for medical applications,Increased used of new technologies,Introduce new technologies,2015-2019,2000-2004,1,Europe,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,1
Albania,Health and Nutrition,Radioisotope and radiopharmaceuticals production for medical applications,New profession recognized,Curricula in new professions,2015-2019,2015-2019,1,Europe,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,1
Albania,Health and Nutrition,Radioisotope and radiopharmaceuticals production for medical applications,Use of data to inform policies,Produce data to inform policies,2015-2019,2015-2019,1,Europe,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,1
Albania,Health and Nutrition,Nuclear medicine and diagnostic imaging,Adoption of regulatory frameworks,Develop regulatory frameworks,2015-2019,2005-2009,1,Europe,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,Imaging and treatment capacity for cancer and other NCDs including on related safety and security considerations,1
Albania,Health and Nutrition,Nuclear medicine and diagnostic imaging,Creation of new Institution,Upgraded institutions,2015-2019,2010-2014,1,Europe,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,Imaging and treatment capacity for cancer and other NCDs including on related safety and security considerations,1
Albania,Health and Nutrition,Nuclear medicine and diagnostic imaging,Increased used of new technologies,Introduce new technologies,2015-2019,2005-2009,1,Europe,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,Imaging and treatment capacity for cancer and other NCDs including on related safety and security considerations,1
Albania,Health and Nutrition,Nuclear medicine and diagnostic imaging,New profession recognized,Curricula in new professions,2015-2019,2015-2019,1,Europe,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,Imaging and treatment capacity for cancer and other NCDs including on related safety and security considerations,1
Albania,Health and Nutrition,Nuclear medicine and diagnostic imaging,Use of data to inform policies,Produce data to inform policies,2015-2019,2015-2019,1,Europe,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,Imaging and treatment capacity for cancer and other NCDs including on related safety and security considerations,1
Albania,Industrial Applications/Radiation technology,Accelerator technology,Adoption of regulatory frameworks,Develop regulatory frameworks,2015-2019,2010-2014,1,Europe,"Efficiency, productivity, quality, and safety across industries, using nuclear technologies",Efficiency productivity quality and safety across industries using nuclear technologies,1
Albania,Industrial Applications/Radiation technology,Accelerator technology,Creation of new Institution,Upgraded institutions,N/A,2015-2019,0,Europe,"Efficiency, productivity, quality, and safety across industries, using nuclear technologies",Efficiency productivity quality and safety across industries using nuclear technologies,1
