id,country,theme,foa,when,achieved,level,indicator,region,improvement,foa_nlo1_effectiveness,id_outcome
A68,Angola,FOOD and AGRICULTURE,Livestock production,,0,outcome,Increased used of new technologies,Africa,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,Introduce new technologies
A68,Angola,FOOD and AGRICULTURE,Livestock production,,0,int_outcome,Introduce new technologies,Africa,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,Introduce new technologies
A69,Angola,FOOD and AGRICULTURE,Livestock production,,0,outcome,New profession recognized,Africa,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,Curricula in new professions
A69,Angola,FOOD and AGRICULTURE,Livestock production,,0,int_outcome,Curricula in new professions,Africa,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,Curricula in new professions
A70,Angola,FOOD and AGRICULTURE,Livestock production,,0,outcome,Use of data to inform policies,Africa,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,Produce data to inform policies
A70,Angola,FOOD and AGRICULTURE,Livestock production,,0,int_outcome,Produce data to inform policies,Africa,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,Produce data to inform policies
A71,Angola,FOOD and AGRICULTURE,Agricultural water and soil management,,0,outcome,Adoption of regulatory frameworks,Africa,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Develop regulatory frameworks
A71,Angola,FOOD and AGRICULTURE,Agricultural water and soil management,,0,int_outcome,Develop regulatory frameworks,Africa,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Develop regulatory frameworks
A72,Angola,FOOD and AGRICULTURE,Agricultural water and soil management,,0,outcome,Creation of new Institution,Africa,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Upgraded institutions
A72,Angola,FOOD and AGRICULTURE,Agricultural water and soil management,,0,int_outcome,Upgraded institutions,Africa,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Upgraded institutions
A73,Angola,FOOD and AGRICULTURE,Agricultural water and soil management,,0,outcome,Increased used of new technologies,Africa,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Introduce new technologies
A73,Angola,FOOD and AGRICULTURE,Agricultural water and soil management,,0,int_outcome,Introduce new technologies,Africa,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Introduce new technologies
A74,Angola,FOOD and AGRICULTURE,Agricultural water and soil management,,0,outcome,New profession recognized,Africa,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Curricula in new professions
A74,Angola,FOOD and AGRICULTURE,Agricultural water and soil management,,0,int_outcome,Curricula in new professions,Africa,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Curricula in new professions
A75,Angola,FOOD and AGRICULTURE,Agricultural water and soil management,,0,outcome,Use of data to inform policies,Africa,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Produce data to inform policies
A75,Angola,FOOD and AGRICULTURE,Agricultural water and soil management,,0,int_outcome,Produce data to inform policies,Africa,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Produce data to inform policies
A76,Argentina,FOOD and AGRICULTURE,Crop production,,0,outcome,Adoption of regulatory frameworks,Latin America and the Caribbean,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Develop regulatory frameworks
A76,Argentina,FOOD and AGRICULTURE,Crop production,N/A,0,int_outcome,Develop regulatory frameworks,Latin America and the Caribbean,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Develop regulatory frameworks
A77,Argentina,FOOD and AGRICULTURE,Crop production,,0,outcome,Creation of new Institution,Latin America and the Caribbean,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Upgraded institutions
A77,Argentina,FOOD and AGRICULTURE,Crop production,2015-2019,1,int_outcome,Upgraded institutions,Latin America and the Caribbean,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Upgraded institutions
A78,Argentina,FOOD and AGRICULTURE,Crop production,,0,outcome,Increased used of new technologies,Latin America and the Caribbean,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Introduce new technologies
A78,Argentina,FOOD and AGRICULTURE,Crop production,2010-2014,1,int_outcome,Introduce new technologies,Latin America and the Caribbean,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Introduce new technologies
A79,Argentina,FOOD and AGRICULTURE,Crop production,,0,outcome,New profession recognized,Latin America and the Caribbean,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Curricula in new professions
A79,Argentina,FOOD and AGRICULTURE,Crop production,N/A,0,int_outcome,Curricula in new professions,Latin America and the Caribbean,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Curricula in new professions
A80,Argentina,FOOD and AGRICULTURE,Crop production,,0,outcome,Use of data to inform policies,Latin America and the Caribbean,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Produce data to inform policies
A80,Argentina,FOOD and AGRICULTURE,Crop production,2010-2014,1,int_outcome,Produce data to inform policies,Latin America and the Caribbean,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Produce data to inform policies
A81,Argentina,FOOD and AGRICULTURE,Insect pest control,,0,outcome,Adoption of regulatory frameworks,Latin America and the Caribbean,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Develop regulatory frameworks
A81,Argentina,FOOD and AGRICULTURE,Insect pest control,< 2000,1,int_outcome,Develop regulatory frameworks,Latin America and the Caribbean,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Develop regulatory frameworks
A82,Argentina,FOOD and AGRICULTURE,Insect pest control,,0,outcome,Creation of new Institution,Latin America and the Caribbean,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Upgraded institutions
A82,Argentina,FOOD and AGRICULTURE,Insect pest control,2010-2014,1,int_outcome,Upgraded institutions,Latin America and the Caribbean,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Upgraded institutions
A83,Argentina,FOOD and AGRICULTURE,Insect pest control,,0,outcome,Increased used of new technologies,Latin America and the Caribbean,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Introduce new technologies
